City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Alekseyevsk,RU,2022-07-21 23:57:51,57.8406,108.3492,65.41,66,100,4.81
293,Port Keats,AU,2022-07-21 23:55:16,-14.25,129.55,72.9,31,12,11.45
294,Laguna,US,2022-07-21 23:57:52,38.421,-121.4238,103.75,23,0,6.91
295,Saint-Philippe,RE,2022-07-21 23:57:52,-21.3585,55.7679,65.21,74,50,11.41
296,Nianzishan,CN,2022-07-21 23:57:52,47.5167,122.8833,78.31,53,3,3.53
297,Dhidhdhoo,MV,2022-07-21 23:57:53,6.8833,73.1,81.68,76,100,18.25
298,Mizan Teferi,ET,2022-07-21 23:57:53,6.9833,35.5833,60.03,97,74,2.57
299,Placido De Castro,BR,2022-07-21 23:57:53,-10.3353,-67.1856,76.64,48,0,0.85
300,Kahului,US,2022-07-21 23:57:54,20.8947,-156.47,83.97,82,45,15.99
301,Lusambo,CD,2022-07-21 23:57:54,-4.9667,23.45,72.1,53,27,1.19
302,Kieta,PG,2022-07-21 23:57:54,-6.2167,155.6333,84.78,58,78,3.38
303,Kabanjahe,ID,2022-07-21 23:57:55,3.1001,98.4908,62.96,96,72,1.57
304,Balakliya,UA,2022-07-21 23:57:55,49.4627,36.8595,55.44,97,42,6.85
305,Oktyabrskoye,RU,2022-07-21 23:57:55,43.0645,44.7417,64.54,93,98,6.71
306,Ulundi,ZA,2022-07-21 23:57:56,-28.3352,31.4162,60.06,84,53,2.3
307,Mounana,GA,2022-07-21 23:57:56,-1.4085,13.1586,71.47,81,87,2.75
308,Nguruka,TZ,2022-07-21 23:57:57,-5.1092,31.0419,63.73,56,5,6.2
309,Waingapu,ID,2022-07-21 23:57:57,-9.6567,120.2641,78.46,68,75,15.77
310,Lyngseidet,NO,2022-07-21 23:57:57,69.5763,20.2189,53.6,90,98,3.06
311,Horta,PT,2022-07-21 23:57:58,38.5333,-28.6333,72.59,87,28,2.33
312,Simpang,ID,2022-07-21 23:57:58,-1.2667,104.0833,74.55,96,65,2.42
313,Yulara,AU,2022-07-21 23:57:58,-25.2406,130.9889,56.07,32,0,4.03
314,Kautokeino,NO,2022-07-21 23:57:59,69.0125,23.0412,50.68,90,95,8.34
315,Isangel,VU,2022-07-21 23:57:59,-19.55,169.2667,80.31,69,4,16.71
316,Mutoko,ZW,2022-07-21 23:57:59,-17.397,32.2268,55.42,74,94,7.2
317,Dicabisagan,PH,2022-07-21 23:59:00,17.0818,122.4157,84.96,75,13,0.49
318,Swift Current,CA,2022-07-21 23:59:00,50.2834,-107.8014,83.21,30,0,17.27
319,Guabito,PA,2022-07-21 23:59:01,9.5,-82.6167,77.56,88,99,4.12
320,Mayumba,GA,2022-07-21 23:59:01,-3.432,10.6554,69.75,94,55,6.44
321,Sambava,MG,2022-07-21 23:59:01,-14.2667,50.1667,68.04,86,62,11.01
322,Hasaki,JP,2022-07-21 23:59:02,35.7333,140.8333,86.29,83,55,17.34
323,Iqaluit,CA,2022-07-21 23:59:02,63.7506,-68.5145,44.33,87,20,4.61
324,Salalah,OM,2022-07-21 23:59:02,17.0151,54.0924,76.53,92,81,9.13
325,Agno,CH,2022-07-21 23:59:03,45.9833,8.85,80.46,72,4,1.14
326,Sivas,TR,2022-07-21 23:59:03,39.7916,37.0019,48.54,91,0,3.11
327,Conceicao Da Barra,BR,2022-07-21 23:59:04,-18.5933,-39.7322,68.81,82,0,4.5
328,Staryy Nadym,RU,2022-07-21 23:59:04,65.6118,72.6842,47.89,70,100,6.62
329,Xiongyue,CN,2022-07-21 23:59:04,40.1774,122.1228,75.31,81,23,8.43
330,Paamiut,GL,2022-07-21 23:55:31,61.994,-49.6678,47.79,82,7,8.14
331,Mindelo,CV,2022-07-21 23:59:05,16.8901,-24.9804,76.55,73,40,8.05
332,Mahon,ES,2022-07-21 23:59:05,39.8885,4.2658,75.76,88,0,1.14
333,Guerrero Negro,MX,2022-07-21 23:59:05,27.9769,-114.0611,73.81,64,6,22.77
334,Taoudenni,ML,2022-07-21 23:59:06,22.6783,-3.9836,91.38,39,56,9.78
335,Richards Bay,ZA,2022-07-21 23:55:12,-28.783,32.0377,65.7,86,83,5.95
336,Anaconda,US,2022-07-21 23:59:06,46.1285,-112.9423,83.01,15,1,11.05
337,Buraydah,SA,2022-07-21 23:59:07,26.326,43.975,88.25,13,10,4.59
338,Kingaroy,AU,2022-07-21 23:59:07,-26.5333,151.8333,55.44,100,100,16.11
339,Monte Carmelo,BR,2022-07-21 23:59:07,-18.7247,-47.4986,63.23,53,6,4.12
340,Nhulunbuy,AU,2022-07-21 23:59:08,-12.2333,136.7667,77.61,44,69,13.8
341,Byron Bay,AU,2022-07-21 23:59:08,-28.65,153.6167,58.95,84,100,19.44
342,Baoding,CN,2022-07-21 23:59:08,38.8511,115.4903,81.12,61,95,1.97
343,Ewa Beach,US,2022-07-21 23:59:09,21.3156,-158.0072,83.08,66,7,20.58
344,Sao Joao Da Barra,BR,2022-07-21 23:59:09,-21.6403,-41.0511,70.02,86,4,9.66
345,San-Pedro,CI,2022-07-21 23:59:09,4.7485,-6.6363,74.89,74,100,4.56
346,Moba,CN,2022-07-21 23:59:10,33.2288,105.0179,56.71,86,100,5.64
347,Sharan,RU,2022-07-21 23:59:10,54.8167,54.0,56.62,86,93,1.88
348,Barentu,ER,2022-07-21 23:59:10,15.1139,37.5928,72.09,76,100,6.89
349,Sayat,TM,2022-07-21 23:59:11,38.7839,63.8803,84.07,14,0,9.53
350,Chipata,ZM,2022-07-21 23:59:11,-13.6333,32.65,58.06,61,7,6.62
351,Bodden Town,KY,2022-07-21 23:59:11,19.2833,-81.25,87.8,70,40,9.22
352,Te Anau,NZ,2022-07-21 23:58:51,-45.4167,167.7167,42.06,90,72,1.25
353,Whitehorse,CA,2022-07-21 23:59:11,60.7161,-135.0538,63.81,46,75,16.11
354,Mackay,AU,2022-07-21 23:58:08,-21.15,149.2,68.68,72,23,7.07
355,Manica,FR,2022-07-21 23:59:12,49.0,-1.1667,56.97,95,36,3.36
356,Berlevag,NO,2022-07-21 23:59:12,70.8578,29.0864,62.4,94,100,1.14
357,Inhambane,MZ,2022-07-21 23:59:13,-23.865,35.3833,66.9,85,0,3.36
358,Umm Lajj,SA,2022-07-21 23:59:13,25.0213,37.2685,85.89,56,28,7.27
359,Mittagong,AU,2022-07-21 23:59:13,-34.45,150.45,48.99,93,86,6.53
360,Kuruman,ZA,2022-07-21 23:59:14,-27.4524,23.4325,52.38,46,2,5.26
361,Dodola,ET,2022-07-21 23:59:14,6.9833,39.1833,52.47,96,80,1.66
362,Macusani,PE,2022-07-21 23:55:16,-14.0833,-70.4333,36.45,86,16,3.29
363,Itarantim,BR,2022-07-22 00:00:15,-15.6597,-40.0656,63.48,95,28,2.55
364,Moussoro,TD,2022-07-22 00:00:15,13.6408,16.4901,85.98,56,71,5.21
365,Mangrol,IN,2022-07-22 00:00:16,21.1167,70.1167,81.32,82,100,14.81
366,Arman,RU,2022-07-22 00:00:17,59.7,150.1667,73.02,72,48,4.0
367,Murgab,TM,2022-07-22 00:00:17,37.4966,61.9714,84.33,15,0,7.72
368,Victoria,HK,2022-07-21 23:59:06,22.2855,114.1577,89.96,81,0,4.0
369,Waipawa,NZ,2022-07-22 00:00:18,-41.4122,175.5153,46.67,73,96,12.55
370,Pafos,CY,2022-07-22 00:00:18,34.7667,32.4167,73.18,60,0,4.61
371,Tautira,PF,2022-07-21 23:56:23,-17.7333,-149.15,74.86,79,16,11.99
372,Sergeyevka,KZ,2022-07-22 00:00:19,53.88,67.4158,55.62,88,0,9.71
373,Terney,RU,2022-07-22 00:00:19,45.0503,136.6092,61.57,97,100,6.08
374,Atherton,GB,2022-07-22 00:00:19,53.5237,-2.4935,62.29,89,99,1.01
375,Paranhos,BR,2022-07-22 00:00:20,-23.8928,-55.4311,70.36,42,23,7.18
376,Broken Hill,AU,2022-07-22 00:00:20,-31.95,141.4333,53.13,70,72,15.48
377,San Quintin,MX,2022-07-22 00:00:21,30.4833,-115.95,73.47,67,100,13.8
378,Portree,GB,2022-07-22 00:00:21,57.4129,-6.1942,50.52,92,100,3.83
379,Dukat,RU,2022-07-22 00:00:22,62.55,155.55,55.72,47,1,9.44
380,Ayan,RU,2022-07-22 00:00:22,56.45,138.1667,58.62,89,98,5.17
381,Homer,US,2022-07-22 00:00:22,59.6425,-151.5483,57.78,85,99,13.0
382,Nalut,LY,2022-07-22 00:00:23,30.3333,10.85,80.85,26,0,10.6
383,Santa Cruz De La Palma,ES,2022-07-22 00:00:23,28.6835,-17.7642,71.74,83,27,17.27
384,Axim,GH,2022-07-22 00:00:24,4.8699,-2.2405,73.63,76,52,7.16
385,Santa Adelia,BR,2022-07-22 00:00:24,-21.2428,-48.8042,66.67,43,8,4.5
386,Gladstone,AU,2022-07-22 00:00:25,-23.85,151.25,58.93,82,40,13.8
387,Atambua,ID,2022-07-22 00:00:25,-9.1061,124.8925,74.98,67,88,6.85
388,Padang,ID,2022-07-22 00:00:25,-0.9492,100.3543,73.45,86,91,4.23
389,Kamariotissa,GR,2022-07-22 00:00:26,40.4833,25.4667,75.65,77,0,11.83
390,Staroaleyskoye,RU,2022-07-22 00:00:26,51.0061,82.0,59.34,94,62,8.32
391,Cabimas,VE,2022-07-22 00:00:27,10.3883,-71.4399,83.26,76,82,8.66
392,Sorland,NO,2022-07-22 00:00:27,67.667,12.6934,51.66,93,100,21.97
393,Nara,JP,2022-07-22 00:00:27,34.6851,135.8049,82.49,53,56,9.17
394,Sovetskiy,RU,2022-07-21 23:56:43,61.3614,63.5842,54.81,78,65,4.12
395,Lazaro Cardenas,MX,2022-07-22 00:00:28,17.9583,-102.2,85.93,71,41,6.35
396,Tomatlan,MX,2022-07-22 00:00:28,19.9333,-105.25,87.06,71,54,4.9
397,Pontes E Lacerda,BR,2022-07-22 00:00:29,-15.2261,-59.3353,72.72,39,18,2.68
398,Atasu,KZ,2022-07-21 23:56:24,48.6814,71.6433,66.42,62,31,6.33
399,Regina,CA,2022-07-22 00:00:00,50.4501,-104.6178,82.38,41,20,13.8
400,Qianan,CN,2022-07-22 00:00:29,44.9932,124.0581,78.44,59,4,6.8
401,Souillac,MU,2022-07-22 00:00:30,-20.5167,57.5167,69.04,70,52,12.39
402,Hokitika,NZ,2022-07-22 00:00:30,-42.7167,170.9667,51.51,49,0,5.77
403,Jumla,NP,2022-07-22 00:00:31,29.2747,82.1838,63.19,97,100,0.78
404,Clyde River,CA,2022-07-22 00:00:31,70.4692,-68.5914,37.63,100,100,8.05
405,Khudumelapye,BW,2022-07-22 00:00:31,-23.8833,24.75,54.05,64,16,6.78
406,El Maranon,HN,2022-07-22 00:00:32,15.4,-88.05,82.26,82,77,5.99
407,Nizwa,OM,2022-07-22 00:00:32,22.9333,57.5333,84.16,74,77,3.62
408,Kavaratti,IN,2022-07-22 00:00:32,10.5669,72.642,80.94,79,100,22.32
409,Stokmarknes,NO,2022-07-22 00:01:33,68.5646,14.9108,51.78,100,75,5.75
410,Asandh,IN,2022-07-22 00:01:33,29.5167,76.6,80.19,84,97,6.49
411,Imbituba,BR,2022-07-22 00:01:34,-28.24,-48.6703,66.09,93,23,7.58
412,Benguela,AO,2022-07-22 00:01:34,-12.5763,13.4055,67.05,85,52,2.93
413,Gambela,ET,2022-07-22 00:01:34,8.25,34.5833,70.95,78,70,3.06
414,Mandera,KE,2022-07-22 00:01:35,3.9366,41.867,75.33,66,73,20.83
415,Orbetello,IT,2022-07-22 00:01:35,42.4408,11.2196,77.58,71,0,3.13
416,Olga,RU,2022-07-22 00:01:35,43.7444,135.2892,62.42,98,100,5.64
417,Ilulissat,GL,2022-07-22 00:01:36,69.2167,-51.1,50.02,81,100,6.91
418,Mogok,MM,2022-07-22 00:01:36,22.9167,96.5,66.99,98,92,2.37
419,Aksu,CN,2022-07-22 00:00:29,41.1231,80.2644,75.74,29,0,4.12
420,Callaway,US,2022-07-22 00:00:18,30.153,-85.5699,86.97,80,91,8.01
421,Felipe Carrillo Puerto,MX,2022-07-22 00:01:30,19.5833,-88.05,85.08,63,1,7.31
422,Coromandel,BR,2022-07-22 00:01:37,-18.4733,-47.2003,62.42,54,9,4.52
423,Barra Do Corda,BR,2022-07-22 00:01:37,-5.5,-45.25,81.3,39,61,2.1
424,Brae,GB,2022-07-22 00:01:38,60.3964,-1.353,49.71,87,51,8.25
425,Niquero,CU,2022-07-22 00:01:38,20.0431,-77.5828,82.58,72,12,2.06
426,Ponta Delgada,PT,2022-07-22 00:01:38,37.7333,-25.6667,72.5,88,20,3.44
427,Marystown,CA,2022-07-22 00:01:39,47.1666,-55.1483,60.85,100,38,7.0
428,Asosa,ET,2022-07-22 00:01:39,10.0667,34.5333,59.68,94,90,3.42
429,Berbera,SO,2022-07-22 00:01:39,10.4396,45.0143,90.01,36,56,26.55
430,Tuatapere,NZ,2022-07-22 00:01:40,-46.1333,167.6833,44.96,91,99,2.73
431,Chaykovskiy,RU,2022-07-22 00:01:40,56.7686,54.1148,54.05,94,4,2.84
432,Darhan,MN,2022-07-22 00:01:41,49.4867,105.9228,55.22,96,100,4.54
433,Neustrelitz,DE,2022-07-22 00:01:41,53.3667,13.0833,64.18,83,87,4.23
434,Tyrma,RU,2022-07-22 00:01:41,50.0833,132.1667,67.32,74,91,0.2
435,Alta Floresta,BR,2022-07-22 00:01:42,-9.8756,-56.0861,74.53,39,0,1.41
436,Kailua,US,2022-07-22 00:01:42,21.4022,-157.7394,83.14,70,100,13.8
437,Puerto Escondido,MX,2022-07-22 00:01:42,15.85,-97.0667,83.77,79,99,1.86
438,Derzhavinsk,KZ,2022-07-22 00:01:43,51.1,66.3167,61.83,65,22,6.76
439,Polovinnoye,RU,2022-07-22 00:01:43,54.7914,65.9864,55.49,97,40,9.82
440,Coquimbo,CL,2022-07-22 00:01:43,-29.9533,-71.3436,56.14,87,57,3.24
441,Havre-Saint-Pierre,CA,2022-07-22 00:01:44,50.2334,-63.5986,62.98,74,83,9.89
442,Kongolo,CD,2022-07-22 00:01:44,-5.3833,27.0,77.77,40,41,5.77
443,Port Hedland,AU,2022-07-22 00:01:45,-20.3167,118.5667,62.65,100,0,5.75
444,Wuzhou,CN,2022-07-22 00:00:36,23.4833,111.3167,80.47,87,1,0.65
445,Kalabo,ZM,2022-07-22 00:01:45,-14.97,22.6814,63.41,44,86,4.94
446,Masvingo,ZW,2022-07-22 00:01:45,-20.0637,30.8277,56.19,80,77,3.53
447,Verkhoyansk,RU,2022-07-22 00:01:13,67.5447,133.385,63.3,56,91,2.86
448,Providencia,MX,2022-07-22 00:01:46,28.7167,-111.5833,106.21,34,1,13.94
449,Valle De Allende,MX,2022-07-22 00:01:46,26.9333,-105.4,95.05,15,44,11.56
450,Subiaco,IT,2022-07-22 00:01:47,41.9254,13.0941,76.98,65,0,2.91
451,San Ignacio,BZ,2022-07-22 00:01:47,17.1561,-89.0714,82.06,71,29,7.49
452,Saldanha,ZA,2022-07-22 00:01:39,-33.0117,17.9442,53.58,81,99,8.46
453,Loa Janan,ID,2022-07-22 00:01:47,-0.583,117.095,76.44,96,73,2.01
454,Schitu,RO,2022-07-22 00:02:48,44.35,24.5667,71.37,45,0,11.36
455,Hovd,MN,2022-07-22 00:02:48,48.0056,91.6419,64.15,40,88,3.4
456,The Pas,CA,2022-07-22 00:02:49,53.8251,-101.2541,65.5,62,88,13.78
457,Ribeira Brava,PT,2022-07-22 00:02:49,32.65,-17.0667,70.72,83,2,5.14
458,Texarkana,US,2022-07-22 00:02:49,33.4251,-94.0477,78.24,81,20,11.01
459,North Platte,US,2022-07-22 00:00:14,41.1239,-100.7654,91.38,51,30,15.99
460,Bilma,NE,2022-07-22 00:02:50,18.6853,12.9164,91.71,27,97,7.11
461,Katherine,AU,2022-07-22 00:02:50,-14.4667,132.2667,64.72,48,16,4.61
462,Sulphur,US,2022-07-22 00:02:50,30.2366,-93.3774,91.38,71,0,11.5
463,Sitka,US,2022-07-22 00:02:51,57.0531,-135.33,57.09,82,75,5.75
464,Poum,NC,2022-07-22 00:02:51,-20.2333,164.0167,77.79,81,75,21.34
465,Rabo De Peixe,PT,2022-07-22 00:02:51,37.8,-25.5833,71.28,71,20,3.44
466,Sept-Iles,CA,2022-07-22 00:02:52,50.2001,-66.3821,61.32,86,100,14.97
467,Zhanaozen,KZ,2022-07-21 23:58:51,43.3,52.8,83.35,32,58,22.48
468,Buncrana,IE,2022-07-22 00:02:52,55.1333,-7.45,52.11,87,100,2.33
469,Alofi,NU,2022-07-22 00:02:52,-19.0595,-169.9187,76.98,68,6,8.5
470,Gashua,NG,2022-07-22 00:02:53,12.871,11.0482,78.84,65,66,2.64
471,Dawlatabad,AF,2022-07-22 00:02:53,36.4141,64.9053,86.63,12,0,7.31
472,Redlands,US,2022-07-22 00:00:02,34.0556,-117.1825,103.06,24,99,8.19
473,Liwale,TZ,2022-07-22 00:02:54,-9.7667,37.9333,59.59,96,38,1.61
474,Pacific Grove,US,2022-07-22 00:01:22,36.6177,-121.9166,81.25,84,33,11.01
475,Tawau,MY,2022-07-22 00:02:54,4.2498,117.8871,78.35,88,100,4.7
476,Maceio,BR,2022-07-22 00:00:09,-9.6658,-35.7353,74.05,85,93,9.44
477,Aklavik,CA,2022-07-22 00:02:54,68.2191,-135.0107,72.01,43,31,10.65
478,Sitangkai,PH,2022-07-22 00:02:55,4.6628,119.3928,82.89,72,100,1.3
479,Siemiatycze,PL,2022-07-22 00:02:55,52.4272,22.8623,64.26,82,4,2.37
480,Aquiraz,BR,2022-07-22 00:02:55,-3.9014,-38.3911,75.18,86,92,8.9
481,Shimoda,JP,2022-07-22 00:02:56,34.6667,138.95,83.19,84,11,11.65
482,Thabazimbi,ZA,2022-07-22 00:02:56,-24.5917,27.4116,57.56,58,65,1.14
483,Elko,US,2022-07-22 00:02:56,41.0002,-115.5012,95.74,8,4,18.99
484,Puksoozero,RU,2022-07-22 00:02:57,62.5903,40.6066,57.79,94,32,2.57
485,Ledec,CZ,2022-07-22 00:02:57,49.9745,15.5937,67.42,79,0,4.61
486,Hirara,JP,2022-07-22 00:02:57,24.8,125.2833,84.87,76,1,11.5
487,Qaqortoq,GL,2022-07-22 00:02:58,60.7167,-46.0333,48.96,81,6,7.67
488,Nizhniy Odes,RU,2022-07-22 00:02:58,63.6445,54.856,54.81,72,58,4.81
489,Kaeo,NZ,2022-07-22 00:02:59,-35.1,173.7833,62.33,67,67,7.0
490,Bambanglipuro,ID,2022-07-22 00:02:59,-7.95,110.2833,76.5,78,98,10.0
491,Boueni,YT,2022-07-22 00:02:59,-12.9025,45.0761,76.98,68,2,15.39
492,San Martin,AR,2022-07-22 00:03:00,-33.081,-68.4681,53.62,44,0,5.61
493,Copperas Cove,US,2022-07-22 00:03:00,31.1241,-97.9031,98.91,32,0,16.11
494,Vanimo,PG,2022-07-22 00:03:00,-2.6741,141.3028,80.76,82,98,4.68
495,Alghero,IT,2022-07-22 00:03:01,40.5589,8.3181,73.49,88,0,2.3
496,Yar-Sale,RU,2022-07-22 00:03:01,66.8333,70.8333,43.3,92,100,13.6
497,Malibu,US,2022-07-22 00:03:02,34.005,-118.8101,99.25,48,57,8.5
498,Jawhar,SO,2022-07-22 00:03:02,2.7809,45.5005,73.11,87,26,13.98
499,Hualmay,PE,2022-07-22 00:03:02,-11.0964,-77.6139,62.31,82,16,11.5
500,Grand-Santi,GF,2022-07-22 00:03:03,4.25,-54.3833,72.73,98,82,2.59
501,Harrisburg,US,2022-07-22 00:03:03,40.2737,-76.8844,89.53,54,0,9.22
502,Hirado,JP,2022-07-22 00:04:03,33.3597,129.5531,77.38,75,22,15.1
503,Nisia Floresta,BR,2022-07-22 00:04:04,-6.0911,-35.2086,72.05,93,100,6.6
504,Vilhena,BR,2022-07-22 00:04:04,-12.7406,-60.1458,69.64,48,2,1.36
505,Pozo Colorado,PY,2022-07-22 00:04:04,-23.4923,-58.7972,78.3,36,46,6.31
506,Praia,CV,2022-07-22 00:04:05,14.9215,-23.5087,76.42,83,84,5.82
507,Seymchan,RU,2022-07-22 00:04:05,62.8833,152.4333,60.31,50,97,2.75
508,Pimenta Bueno,BR,2022-07-22 00:04:05,-11.6725,-61.1936,76.3,43,0,1.39
509,Manpur,IN,2022-07-22 00:04:06,22.4333,75.6167,73.29,91,100,11.25
510,Quincy,US,2022-07-21 23:59:09,42.2529,-71.0023,81.05,90,65,9.19
511,Lima,PE,2022-07-22 00:02:07,-12.0432,-77.0282,61.48,77,28,7.31
512,West Bay,KY,2022-07-22 00:04:07,19.3667,-81.4167,86.07,77,21,3.0
513,Necochea,AR,2022-07-22 00:00:08,-38.5473,-58.7368,43.95,48,86,3.29
514,Sisimiut,GL,2022-07-22 00:04:07,66.9395,-53.6735,47.48,85,100,8.08
515,Estelle,US,2022-07-22 00:04:08,29.8458,-90.1067,84.99,78,75,6.91
516,Salinopolis,BR,2022-07-22 00:04:08,-0.6136,-47.3561,78.31,83,73,8.1
517,Snezhnogorsk,RU,2022-07-22 00:04:08,69.1933,33.2531,62.38,76,98,9.86
518,Yangjiang,CN,2022-07-22 00:04:09,21.85,111.9667,81.75,84,17,2.98
519,Chumikan,RU,2022-07-22 00:04:09,54.7183,135.315,55.62,92,100,4.12
520,Musoma,TZ,2022-07-22 00:04:09,-1.5,33.8,70.38,60,100,8.03
521,Usinsk,RU,2022-07-22 00:04:10,65.9939,57.5281,42.26,77,15,10.49
522,Deputatskiy,RU,2022-07-22 00:04:10,69.3,139.9,51.57,59,14,12.84
523,Atar,MR,2022-07-22 00:04:11,20.5169,-13.0499,91.89,35,3,7.14
524,Yamethin,MM,2022-07-22 00:04:11,20.4333,96.15,76.82,90,100,3.53
525,Tucuman,AR,2022-07-22 00:04:11,-26.8241,-65.2226,64.4,59,75,6.91
526,Olafsvik,IS,2022-07-22 00:02:54,64.8945,-23.7142,52.74,85,62,4.99
527,Kununurra,AU,2022-07-22 00:04:12,-15.7667,128.7333,69.78,43,6,0.0
528,Benjamin Aceval,PY,2022-07-22 00:04:12,-24.9667,-57.5667,73.54,47,58,5.73
529,Takoradi,GH,2022-07-22 00:04:12,4.8845,-1.7554,73.4,78,68,7.31
530,Sovetskoye,RU,2022-07-22 00:04:13,52.2861,85.4131,58.84,96,100,7.7
531,Ruwi,OM,2022-07-22 00:00:21,23.5996,58.5507,88.77,72,41,5.26
532,Faanui,PF,2022-07-22 00:04:13,-16.4833,-151.75,77.02,74,15,10.2
533,Pedernales,DO,2022-07-22 00:04:14,18.0384,-71.744,83.98,69,16,13.8
534,Kattivakkam,IN,2022-07-22 00:04:14,13.2167,80.3167,78.89,75,97,9.28
535,Chhata,IN,2022-07-22 00:04:14,27.7167,77.5,86.76,68,100,2.26
536,Wajir,KE,2022-07-22 00:04:15,1.7471,40.0573,72.07,71,5,17.18
537,Babusnica,RS,2022-07-22 00:04:15,43.0597,22.4117,70.59,69,0,2.24
538,Sibolga,ID,2022-07-22 00:04:16,1.7427,98.7792,75.9,86,96,3.4
539,High Level,CA,2022-07-22 00:04:16,58.5169,-117.136,53.91,99,100,4.56
540,Vila Velha,BR,2022-07-22 00:04:16,-20.3297,-40.2925,71.55,89,75,2.3
541,Sakakah,SA,2022-07-22 00:00:04,29.9697,40.2064,88.84,17,0,11.65
542,Roblin,CA,2022-07-22 00:04:17,51.23,-101.3565,69.8,67,39,12.91
543,Banjar,ID,2022-07-22 00:04:17,-8.19,114.9675,77.23,80,96,5.73
544,Pineville,US,2022-07-22 00:00:09,31.3224,-92.4343,91.87,57,65,7.87
545,Aykhal,RU,2022-07-22 00:04:17,66.0,111.5,56.34,82,100,6.08
546,Uglovskoye,RU,2022-07-22 00:05:18,51.3557,80.1942,66.42,68,33,6.17
547,San Patricio,US,2022-07-22 00:05:18,28.017,-97.5169,92.17,57,30,18.68
548,Sarasota,US,2022-07-22 00:02:46,27.167,-82.3332,88.02,75,0,4.61
549,Kalvarija,LT,2022-07-22 00:05:19,54.4,23.2333,64.0,85,8,4.38
550,Sobolevo,RU,2022-07-22 00:05:19,54.4299,31.8996,53.51,94,0,7.92
551,Tabou,CI,2022-07-22 00:05:19,4.423,-7.3528,75.18,76,100,6.04
552,Passo De Camaragibe,BR,2022-07-22 00:05:20,-9.2368,-35.4901,71.06,95,76,4.03
553,Lere,NG,2022-07-22 00:05:20,10.387,8.5726,68.65,94,66,3.4
554,Dharchula,IN,2022-07-22 00:05:21,29.85,80.5333,71.67,93,100,1.59
555,Fukue,JP,2022-07-22 00:05:21,32.6881,128.8419,78.21,72,33,12.01
556,Teya,RU,2022-07-22 00:05:22,60.3778,92.6267,59.02,78,60,2.37
557,Quepos,CR,2022-07-22 00:05:22,9.4236,-84.1652,77.54,89,100,3.6
558,Doha,QA,2022-07-22 00:04:23,25.2867,51.5333,93.18,75,0,5.75
559,Barcelos,PT,2022-07-22 00:05:23,41.5388,-8.6151,67.91,89,61,2.55
560,Roald,NO,2022-07-22 00:05:23,62.5833,6.1333,55.76,82,100,4.61
561,Savannah Bight,HN,2022-07-22 00:05:23,16.45,-85.85,82.69,81,17,18.68
562,Camden,US,2022-07-22 00:04:28,39.7835,-74.9663,92.79,58,80,1.01
563,Tilichiki,RU,2022-07-22 00:05:24,60.4667,166.1,62.74,44,0,6.51
564,Alyangula,AU,2022-07-22 00:05:24,-13.8483,136.4192,72.99,49,61,15.32
565,Myatlevo,RU,2022-07-22 00:05:25,54.8969,35.6762,56.68,83,9,9.8
566,Durban,ZA,2022-07-22 00:05:25,-29.8579,31.0292,65.01,84,94,1.99
567,Port Blair,IN,2022-07-22 00:05:26,11.6667,92.75,78.84,86,100,2.95
568,San Cristobal,VE,2022-07-22 00:05:26,7.7669,-72.225,66.97,97,59,3.4
569,Vestmanna,FO,2022-07-22 00:05:26,62.1564,-7.1664,43.72,100,55,0.0
570,Padre Paraiso,BR,2022-07-22 00:05:27,-17.0742,-41.4844,59.25,80,7,3.02
571,San Juan,AR,2022-07-22 00:05:27,-31.5375,-68.5364,54.95,34,0,3.38
572,Borovskoy,KZ,2022-07-22 00:05:27,53.8,64.15,54.48,92,0,7.76
573,Ylojarvi,FI,2022-07-22 00:05:28,61.5563,23.5961,66.11,71,58,8.05
574,Kushmurun,KZ,2022-07-22 00:05:28,52.4503,64.6311,59.99,69,1,6.35
575,Gat,IL,2022-07-22 00:05:29,31.61,34.7642,75.88,100,0,1.59
576,Herat,AF,2022-07-22 00:05:29,34.5,62.0,80.4,12,0,10.54
577,Harper,LR,2022-07-22 00:05:29,4.375,-7.7169,75.18,75,100,7.18
578,Umm Kaddadah,SD,2022-07-22 00:05:30,13.6017,26.6876,77.85,55,95,4.5
579,Marfino,RU,2022-07-22 00:05:30,55.7028,37.3822,62.51,82,0,8.95
580,Sicamous,CA,2022-07-22 00:05:30,50.8331,-118.9856,94.19,22,36,0.34
